시도,시군구,월,발생건수,사망자수,부상자수,중상,경상,부상신고
울산,북구,12월,59,1,80,18,52,10
울산,울주군,01월,54,3,72,23,37,12
울산,울주군,02월,71,0,123,34,76,13
울산,울주군,03월,69,1,104,31,59,14
울산,울주군,04월,66,0,104,27,70,7
울산,울주군,05월,62,3,91,24,64,3
울산,울주군,06월,70,3,99,27,64,8
울산,울주군,07월,69,2,109,27,74,8
울산,울주군,08월,74,2,112,26,74,12
울산,울주군,09월,70,3,122,32,72,18
울산,울주군,10월,79,3,131,35,84,12
울산,울주군,11월,73,3,125,37,72,16
울산,울주군,12월,73,1,116,31,75,10
세종,세종,01월,57,4,88,24,59,5
세종,세종,02월,73,0,115,23,90,2
세종,세종,03월,81,4,106,29,72,5
세종,세종,04월,88,2,112,31,79,2
세종,세종,05월,76,2,120,35,82,3
세종,세종,06월,69,3,106,30,73,3
세종,세종,07월,62,0,85,24,59,2
세종,세종,08월,52,1,85,26,58,1
세종,세종,09월,50,4,61,14,46,1
세종,세종,10월,65,0,90,22,66,2
세종,세종,11월,65,0,91,17,71,3
세종,세종,12월,57,0,83,13,69,1
